Gender,Country,treatment,work_interfere,family_history,remote_work,mental_health_consequence,benefits,Age,cluster
Male,United Kingdom,Yes,Sometimes,Yes,No,No,No,38,1
Male,United Kingdom,Yes,Sometimes,Yes,No,Maybe,No,39,1
Male,United States,Yes,Often,Yes,No,Yes,Yes,35,1
Male,United States,No,Rarely,No,No,Maybe,Yes,32,1
Male,United States,Yes,Sometimes,No,No,Maybe,Yes,32,1
Male,United Kingdom,No,Never,No,No,Yes,No,26,1
Male,Canada,Yes,Rarely,Yes,No,No,Don't know,38,-1
Female,United Kingdom,No,Rarely,Yes,No,No,Yes,34,-1
Male,United States,Yes,Often,Yes,No,Yes,Don't know,39,1
Male,Canada,No,Never,No,Yes,No,Don't know,32,1
Male,Netherlands,No,Never,No,Yes,Yes,Don't know,37,2
Male,United Kingdom,Yes,Never,Yes,No,No,Don't know,31,1
Male,United States,Yes,Rarely,Yes,No,No,No,30,1
Male,Singapore,No,Never,No,Yes,Yes,Don't know,51,0
Male,United States,Yes,Sometimes,No,No,Yes,Yes,29,1
Male,United Kingdom,No,Never,No,No,Maybe,Yes,31,1
Male,United States,Yes,Sometimes,Yes,Yes,Maybe,Don't know,26,1
Female,United States,Yes,Often,No,Yes,Maybe,Yes,46,1
Male,United States,No,Sometimes,Yes,No,Maybe,Yes,32,1
Male,United States,Yes,Sometimes,Yes,No,Maybe,Yes,29,1
Male,Poland,No,Never,No,Yes,Maybe,Don't know,34,2
Male,Colombia,No,Often,No,No,Yes,No,26,2
Female,United States,Yes,Sometimes,No,No,Maybe,Yes,32,1
Female,United States,Yes,Sometimes,Yes,No,No,Yes,40,1
Male,United Kingdom,Yes,Sometimes,No,No,Maybe,No,23,1
Male,Georgia,No,Rarely,No,No,Yes,No,20,1
Female,United States,Yes,Rarely,Yes,No,Maybe,Yes,26,1
Male,United States,No,Never,No,No,No,No,29,1
Male,China,No,Sometimes,No,Yes,No,No,40,1
Female,Bulgaria,Yes,Sometimes,No,Yes,Maybe,No,25,0
Male,United States,Yes,Sometimes,Yes,No,Maybe,Yes,38,1
Female,United States,Yes,Never,Yes,Yes,Maybe,Yes,72,1
Female,United States,Yes,Sometimes,Yes,Yes,Maybe,No,35,1
Female,United States,Yes,Often,No,No,Yes,No,28,1
Female,United States,No,Never,No,No,No,Don't know,27,1
Female,United States,No,Rarely,No,Yes,Maybe,Don't know,56,-1
Male,United States,Yes,Sometimes,Yes,Yes,Maybe,Yes,38,1
Male,United States,Yes,Sometimes,Yes,No,Maybe,Yes,40,1
Male,United States,Yes,Sometimes,Yes,No,Maybe,Yes,44,1
Male,Canada,No,Sometimes,Yes,No,Maybe,Yes,34,1
Male,United Kingdom,No,Never,No,Yes,No,Don't know,37,1
Male,Italy,No,Never,No,No,No,Don't know,38,1
Female,Ireland,Yes,Sometimes,No,No,Yes,Yes,34,2
Female,Ireland,No,Rarely,No,No,Maybe,Don't know,35,-1
Male,Ireland,Yes,Often,No,No,Yes,No,34,1
Male,United States,Yes,Often,No,Yes,Yes,Yes,32,1
Male,Australia,Yes,Often,No,Yes,Yes,No,28,0
Female,United States,Yes,Rarely,No,No,Yes,Yes,28,1
Male,Ireland,Yes,Never,Yes,Yes,Maybe,No,34,-1
Male,Ireland,Yes,Sometimes,No,No,No,No,32,1
Male,United Kingdom,No,Often,Yes,Yes,Maybe,Don't know,34,-1
Male,United States,Yes,Sometimes,No,No,Maybe,No,23,1
Male,Czech Republic,No,Often,Yes,No,No,No,33,-1
Male,Singapore,Yes,Sometimes,Yes,No,Maybe,Don't know,29,1
Male,Ireland,No,Never,No,Yes,Yes,Don't know,45,2
Female,United Kingdom,Yes,Sometimes,No,No,Maybe,No,34,1
Male,Philippines,No,Sometimes,No,No,Yes,Don't know,31,1
Male,United States,Yes,Often,No,Yes,Maybe,Yes,33,1
Male,United Kingdom,No,Rarely,No,Yes,No,Don't know,27,1
Male,Ireland,No,Never,No,No,Yes,No,42,1
Male,United States,Yes,Sometimes,No,Yes,No,Yes,38,1
Male,United States,Yes,Often,Yes,No,Maybe,Don't know,46,1
Male,United States,Yes,Sometimes,Yes,Yes,No,Don't know,46,1
Female,Netherlands,Yes,Rarely,No,Yes,No,Don't know,41,-1
Male,United Kingdom,No,Never,No,No,Maybe,Don't know,23,1
Male,Ireland,Yes,Sometimes,Yes,No,Maybe,Yes,24,1
Female,Ireland,Yes,Rarely,No,No,No,No,23,-1
Female,Ireland,No,Never,Yes,No,Maybe,Yes,32,-1
Male,United States,Yes,Sometimes,Yes,No,Yes,Don't know,25,1
Female,United Kingdom,Yes,Sometimes,Yes,No,No,No,23,2
Male,United Kingdom,Yes,Sometimes,Yes,No,No,Yes,25,1
Male,United Kingdom,Yes,Rarely,No,No,No,No,23,1
Male,Canada,Yes,Often,No,No,Maybe,Yes,23,1
Male,United States,Yes,Often,No,Yes,Maybe,Don't know,60,1
Male,Ireland,No,Sometimes,No,No,Yes,No,28,1
Male,United States,Yes,Often,Yes,No,Yes,Yes,28,1
Male,Netherlands,No,Sometimes,No,No,Maybe,Don't know,30,1
Male,Germany,Yes,Sometimes,Yes,No,No,Don't know,31,1
Male,Poland,Yes,Often,No,Yes,Maybe,No,31,0
Male,Ireland,Yes,Rarely,No,No,Maybe,Don't know,28,0
Female,United States,Yes,Rarely,Yes,Yes,No,Yes,43,1
Male,Australia,Yes,Often,Yes,No,Maybe,Yes,22,1
Male,United States,No,Never,No,No,No,Yes,32,1
Male,Finland,Yes,Often,No,No,Yes,No,36,1
Female,United States,Yes,Sometimes,Yes,No,Yes,Yes,41,1
Male,United States,Yes,Sometimes,Yes,No,No,Yes,30,1
Male,United States,Yes,Often,Yes,No,No,Yes,30,1
Male,South Africa,Yes,Often,Yes,No,No,No,36,1
Male,United States,Yes,Sometimes,Yes,Yes,Yes,Yes,29,1
Male,United States,No,Rarely,Yes,No,Maybe,Don't know,36,1
Male,United States,Yes,Often,Yes,Yes,No,Yes,32,1
Male,United States,Yes,Sometimes,Yes,No,Yes,Yes,34,1
Male,United States,Yes,Sometimes,Yes,No,Maybe,Yes,25,1
